id,studyid,author,year,domain,context,n,x,y,z,data,coefnr,coef,se,xmin,xmax,ymin,ymax,xsd,ysd,interpretation,source,personal,direction,estimation,issue,depv,note,scoef,direction_val,issue_val,depv_val,personal_val,zscore,zscore_abs,scoefsize
131,15,Mettler and Welch,2004,Education,"Veterans, U.S.",397,Educational benefits (from G.I. Bill),"Combined political activity, 1980–98",1,Cross-sectional,11,0.67,NA,0,1,0,5,NA,NA,Positive effect (p < 0.001),"Table 4, page 510",1,NA,OLS,1,2,Moderator: 2 years college grad or some college. Standardized regression coefficient: 0.20,0.2,NA,Education,Political engagement,Personal,NA,NA,0.2
132,15,Mettler and Welch,2004,Education,"Veterans, U.S.",397,Educational benefits (from G.I. Bill),"Combined political activity, 1980–98",1,Cross-sectional,12,0.32,NA,0,1,0,5,NA,NA,No effect (p > 0.05),"Table 4, page 510",1,NA,OLS,1,2,Moderator: high school grad or less education. Standardized regression coefficient: 0.10,0.1,NA,Education,Political engagement,Personal,NA,NA,0.1
133,16,Kreitzer et al.,2014,Other,"Iowa, registered voters",486,Same-Sex Marriage Legalizing,Support for same-sex marriage,0,Panel,1,0.037,0.029,0,1,0,2,NA,NA,No effect,"Table 2, page 801",0,0,Chi-2,0,1,NA,NA,None,Other,Political attitude,General,1.2758620689655171,1.2758620689655171,NA
134,17,Pacheco,2013,Other,"Representative, U.S.",3241,Smoking ban in restaurants,Unsympathetic toward smokers,0,Cross-sectional,1,0.36,0.16,0,1,0,1,NA,NA,Positive effect,"Table 3, page 727",0,1,Logistic,0,1,NA,NA,Positive,Other,Political attitude,General,2.25,2.25,NA
135,17,Pacheco,2013,Other,"Representative, U.S.",10793,Smoking ban in restaurants,Risk perception toward second-hand smoking,0,Cross-sectional,2,0.07,0.02,0,1,1,4,NA,NA,Positive effect,"Table 3, page 727",0,1,OLS,0,1,NA,NA,Positive,Other,Political attitude,General,3.5000000000000004,3.5000000000000004,NA
136,17,Pacheco,2013,Other,"Representative, U.S.",2635,Smoking ban in restaurants,Support for smoking restrictions in bars,0,Cross-sectional,3,0.08,0.18,0,1,1,3,NA,NA,No effect,"Table 3, page 727",0,0,OLS,0,1,NA,NA,None,Other,Political attitude,General,0.4444444444444445,0.4444444444444445,NA
137,17,Pacheco,2013,Other,"Representative, U.S.",3241,"Smoking ban in restaurants, number of years",Unsympathetic toward smokers,0,Cross-sectional,4,0.003,0.01,NA,NA,0,1,NA,NA,No effect,"Table 4, page 729",0,0,Logistic,0,1,NA,NA,None,Other,Political attitude,General,0.3,0.3,NA
138,17,Pacheco,2013,Other,"Representative, U.S.",10793,"Smoking ban in restaurants, number of years",Risk perception toward second-hand smoking,0,Cross-sectional,5,-0.002,0.005,NA,NA,1,4,NA,NA,No effect,"Table 4, page 729",0,0,OLS,0,1,NA,NA,None,Other,Political attitude,General,-0.4,0.4,NA
139,17,Pacheco,2013,Other,"Representative, U.S.",2635,"Smoking ban in restaurants, number of years",Support for smoking restrictions in bars,0,Cross-sectional,6,0.04,0.02,NA,NA,1,3,NA,NA,Positive effect,"Table 4, page 729",0,1,OLS,0,1,NA,NA,Positive,Other,Political attitude,General,2,2,NA
140,18,Davenport,2015,Other,"Parents, all voters, New Hampshire",7093,Policy-induced risk,Turnout,0,Cross-sectional,1,0.08,0.05,0,1,0,1,NA,NA,Positive effect,"Table 1, page 235",1,1,Probit,0,2,NA,NA,Positive,Other,Political engagement,Personal,1.5999999999999999,1.5999999999999999,NA
141,18,Davenport,2015,Other,"Parents, voters registered in 1968, New Hampshire",3178,Policy-induced risk,Turnout,0,Cross-sectional,2,0.14,0.06,0,1,0,1,NA,NA,Positive effect,"Table 1, page 235",1,1,Probit,0,2,NA,NA,Positive,Other,Political engagement,Personal,2.3333333333333335,2.3333333333333335,NA
142,18,Davenport,2015,Other,"Parents, all voters, New Hampshire",7093,Policy-induced risk,Turnout,1,Cross-sectional,3,0.217,0.11,0,1,0,1,NA,NA,Positive effect,"Table 2, page 236",1,NA,Probit,0,2,Moderator: town casualty,NA,NA,Other,Political engagement,Personal,1.9727272727272727,1.9727272727272727,NA
143,18,Davenport,2015,Other,"Parents, voters registered in 1968, New Hampshire",3178,Policy-induced risk,Turnout,1,Cross-sectional,4,0.22,0.13,0,1,0,1,NA,NA,Positive effect,"Table 2, page 236",1,NA,Probit,0,2,Moderator: town casualty,NA,NA,Other,Political engagement,Personal,1.6923076923076923,1.6923076923076923,NA
144,19,Lu,2014,Education,"Representative, China",3420,Abolition of school fees,"Government responsibility, financing compulsory education (0 to 1)",0,Panel,1,0.36,0.211,0,1,0,1,NA,NA,Positive effect from 2006 to 2008,"Table 1, page 428",0,1,Probit,1,3,NA,NA,Positive,Education,Policy attitude,General,1.7061611374407584,1.7061611374407584,NA
145,19,Lu,2014,Education,"Representative, China",5539,Abolition of school fees,"Government responsibility, financing compulsory education (0 to 1)",0,Panel,2,0.526,0.16,0,1,0,1,NA,NA,Positive effect from 2007 to 2008,"Table 1, page 428",0,1,Probit,1,3,NA,NA,Positive,Education,Policy attitude,General,3.2875,3.2875,NA
146,19,Lu,2014,Education,"Representative, China",6296,"Policy benefit, children under 18","Government responsibility, financing compulsory education (0 to 1)",0,Panel,3,-0.01,0.03,NA,NA,0,1,NA,NA,No effect,"Table 2, page 430",0,0,Probit,1,3,NA,NA,None,Education,Policy attitude,General,-0.33333333333333337,0.33333333333333337,NA
147,19,Lu,2014,Education,"Representative, China",6296,"Policy benefit, children support by income","Government responsibility, financing compulsory education (0 to 1)",0,Panel,4,0.001,0.023,NA,NA,0,1,NA,NA,No effect,"Table 2, page 430",0,0,Probit,1,3,NA,NA,None,Education,Policy attitude,General,0.043478260869565216,0.043478260869565216,NA
148,19,Lu,2014,Education,"Representative, China",6296,"Policy benefit, children under 18","Government responsibility, financing compulsory education (0 to 1)",1,Panel,5,0.127,0.061,NA,NA,0,1,NA,NA,Positive effect,"Table 2, page 430",0,NA,Probit,1,3,Moderator: policy awareness,NA,NA,Education,Policy attitude,General,2.081967213114754,2.081967213114754,NA
149,19,Lu,2014,Education,"Representative, China",6296,"Policy benefit, children support by income","Government responsibility, financing compulsory education (0 to 1)",1,Panel,6,0.08,0.05,NA,NA,0,1,NA,NA,Positive effect,"Table 2, page 430",0,NA,Probit,1,3,Moderator: policy awareness,NA,NA,Education,Policy attitude,General,1.5999999999999999,1.5999999999999999,NA
150,19,Lu,2014,Education,"Representative, China",3029,"Policy benefit, children under 18",Trust in central government,0,Panel,7,-0.026,0.07,NA,NA,1,4,NA,NA,No effect,"Table 3, page 432",0,0,Ordered probit,1,1,NA,NA,None,Education,Political attitude,General,-0.3714285714285714,0.3714285714285714,NA
151,19,Lu,2014,Education,"Representative, China",3029,"Policy benefit, children under 18",Trust in local government,0,Panel,8,0.012,0.029,NA,NA,1,4,NA,NA,No effect,"Table 3, page 432",0,0,Ordered probit,1,1,NA,NA,None,Education,Political attitude,General,0.41379310344827586,0.41379310344827586,NA
152,19,Lu,2014,Education,"Representative, China",3029,"Policy benefit, children under 18",Trust in central government,1,Panel,9,-0.104,0.091,NA,NA,1,4,NA,NA,No effect,"Table 3, page 432",0,NA,Ordered probit,1,1,Moderator: policy awareness,NA,NA,Education,Political attitude,General,-1.1428571428571428,1.1428571428571428,NA
153,19,Lu,2014,Education,"Representative, China",3029,"Policy benefit, children under 18",Trust in local government,1,Panel,10,0.033,0.068,NA,NA,1,4,NA,NA,No effect,"Table 3, page 432",0,NA,Ordered probit,1,1,Moderator: policy awareness,NA,NA,Education,Political attitude,General,0.4852941176470588,0.4852941176470588,NA
154,19,Lu,2014,Education,"Representative, China",3029,"Policy benefit, children under 18",Trust in central government,1,Panel,11,-0.001,0.002,NA,NA,1,4,NA,NA,No effect,"Table 4, page 433",0,NA,Ordered probit,1,1,Moderator: news articles,NA,NA,Education,Political attitude,General,-0.5,0.5,NA
155,19,Lu,2014,Education,"Representative, China",3029,"Policy benefit, children under 18",Trust in local government,1,Panel,12,-0.001,0.002,NA,NA,1,4,NA,NA,No effect,"Table 4, page 433",0,NA,Ordered probit,1,1,Moderator: news articles,NA,NA,Education,Political attitude,General,-0.5,0.5,NA
156,19,Lu,2014,Education,"Representative, China",3029,School dropout experience in 2009,Trust in central government,0,Panel,13,-0.07,0.107,0,1,1,4,NA,NA,No effect,"Table 5, page 434",0,0,Ordered probit,1,1,NA,NA,None,Education,Political attitude,General,-0.6542056074766356,0.6542056074766356,NA
157,19,Lu,2014,Education,"Representative, China",3029,School dropout experience in 2009,Trust in local government,0,Panel,14,-0.165,0.138,0,1,1,4,NA,NA,No effect,"Table 5, page 434",0,0,Ordered probit,1,1,NA,NA,None,Education,Political attitude,General,-1.1956521739130435,1.1956521739130435,NA
158,19,Lu,2014,Education,"Representative, China",2986,Changes in local school dropout rate,Trust in central government,0,Panel,15,-3.112,0.128,NA,NA,1,4,NA,NA,Negative effect,"Table 5, page 434",0,-1,Ordered probit,1,1,NA,NA,Negative,Education,Political attitude,General,-24.3125,24.3125,NA
159,19,Lu,2014,Education,"Representative, China",2986,Changes in local school dropout rate,Trust in local government,0,Panel,16,-0.786,0.118,NA,NA,1,4,NA,NA,Negative effect,"Table 5, page 434",0,-1,Ordered probit,1,1,NA,NA,Negative,Education,Political attitude,General,-6.661016949152543,6.661016949152543,NA
160,19,Lu,2014,Education,"Representative, China",3029,Helpful school fees abolition policy,Trust in central government,0,Panel,17,0.196,0.075,0,1,1,4,NA,NA,Positive effect,"Table 5, page 434",0,1,Ordered probit,1,1,NA,NA,Positive,Education,Political attitude,General,2.6133333333333337,2.6133333333333337,NA
161,19,Lu,2014,Education,"Representative, China",3029,Helpful school fees abolition policy,Trust in local government,0,Panel,18,0.109,0.077,0,1,1,4,NA,NA,No effect,"Table 5, page 434",0,0,Ordered probit,1,1,NA,NA,None,Education,Political attitude,General,1.4155844155844155,1.4155844155844155,NA
162,20,Beaudonnet,2015,Welfare,"Representative, 27 countries",26805,"Welfare efficacy, risk of poverty after and before social transfer",Support for the European Union,0,Cross-sectional,1,-0.104,0.049,-1.66,1.55,-2.08,1.17,1,1,Negative effect,"Table 1, page 465",0,NA,OLS,2,1,NA,-0.104,NA,Social,Political attitude,General,-2.1224489795918364,2.1224489795918364,0.104
163,20,Beaudonnet,2015,Welfare,"Representative, 27 countries",26805,"Welfare efficacy, risk of poverty after and before social transfer",Support for the European Union,1,Cross-sectional,2,-0.145,0.167,-1.66,1.55,-2.08,1.17,1,1,No effect,"Table 1, page 465",0,NA,OLS,2,1,Moderator: financial insecurity,NA,NA,Social,Political attitude,General,-0.8682634730538921,0.8682634730538921,NA
164,20,Beaudonnet,2015,Welfare,"Representative, 27 countries",26805,"Welfare efficacy, risk of poverty after and before social transfer",Support for the European Union,1,Cross-sectional,3,-0.496,0.261,-1.66,1.55,-2.08,1.17,1,1,No effect,"Table 1, page 465",0,NA,OLS,2,1,Moderator: unemployed,NA,NA,Social,Political attitude,General,-1.900383141762452,1.900383141762452,NA
165,20,Beaudonnet,2015,Welfare,"Representative, 27 countries",26805,"Welfare efficacy, risk of poverty after and before social transfer",Support for the European Union,1,Cross-sectional,4,-0.224,0.204,-1.66,1.55,-2.08,1.17,1,1,No effect,"Table 1, page 465",0,NA,OLS,2,1,Moderator: retired,NA,NA,Social,Political attitude,General,-1.0980392156862746,1.0980392156862746,NA
166,20,Beaudonnet,2015,Welfare,"Representative, 27 countries",26805,"Welfare efficacy, risk of poverty after and before social transfer",Support for the European Union,1,Cross-sectional,5,-0.283,0.169,-1.66,1.55,-2.08,1.17,1,1,No effect,"Table 1, page 465",0,NA,OLS,2,1,Moderator: self-employed,NA,NA,Social,Political attitude,General,-1.6745562130177511,1.6745562130177511,NA
167,20,Beaudonnet,2015,Welfare,"Representative, 27 countries",26805,"Welfare efficacy, risk of poverty after and before social transfer",Support for the European Union,1,Cross-sectional,6,-0.369,0.161,-1.66,1.55,-2.08,1.17,1,1,Negative effect,"Table 1, page 465",0,NA,OLS,2,1,Moderator: employee,NA,NA,Social,Political attitude,General,-2.291925465838509,2.291925465838509,NA
168,20,Beaudonnet,2015,Welfare,"Representative, 27 countries",26805,"Welfare efficacy, risk of poverty after and before social transfer",Support for the European Union,1,Cross-sectional,7,-0.416,0.162,-1.66,1.55,-2.08,1.17,1,1,Negative effect,"Table 1, page 465",0,NA,OLS,2,1,Moderator: manual worker,NA,NA,Social,Political attitude,General,-2.567901234567901,2.567901234567901,NA
169,20,Beaudonnet,2015,Welfare,"Representative, 27 countries",26805,"Welfare efficacy, risk of poverty after and before social transfer",Support for the European Union,1,Cross-sectional,8,-0.465,0.249,-1.66,1.55,-2.08,1.17,1,1,No effect,"Table 1, page 465",0,NA,OLS,2,1,Moderator: house person,NA,NA,Social,Political attitude,General,-1.8674698795180724,1.8674698795180724,NA
170,20,Beaudonnet,2015,Welfare,"Representative, 27 countries",26805,"Welfare efficacy, risk of poverty after and before social transfer",Support for the European Union,1,Cross-sectional,9,0,0.266,-1.66,1.55,-2.08,1.17,1,1,No effect,"Table 1, page 465",0,NA,OLS,2,1,Moderator: student,NA,NA,Social,Political attitude,General,0,0,NA
171,20,Beaudonnet,2015,Welfare,"Representative, 27 countries",26805,"Welfare efficacy, risk of poverty after and before social transfer",Support for the European Union,1,Cross-sectional,10,-0.256,0.172,-1.66,1.55,-2.08,1.17,1,1,No effect,"Table 1, page 465",0,NA,OLS,2,1,Moderator: coverage evaluation,NA,NA,Social,Political attitude,General,-1.488372093023256,1.488372093023256,NA
172,20,Beaudonnet,2015,Welfare,"Representative, 27 countries",26805,"Welfare efficacy, risk of poverty after and before social transfer",Support for the European Union,1,Cross-sectional,11,-0.246,0.189,-1.66,1.55,-2.08,1.17,1,1,No effect,"Table 1, page 465",0,NA,OLS,2,1,Moderator: sustainability evaluation,NA,NA,Social,Political attitude,General,-1.3015873015873016,1.3015873015873016,NA
173,21,Bendz,2017,Health care,"West Sweden, representative",2829,Realistic exit option,Attitudes toward health care privatization,0,Cross-sectional,1,0.16,NA,0,1,0,1,NA,NA,No effect (p>0.1),"Table 2, page 12",0,0,Logit,3,3,NA,NA,None,Health care,Policy attitude,General,NA,NA,NA
174,21,Bendz,2017,Health care,"West Sweden, representative",2829,Realistic exit option,Attitudes toward health care privatization,1,Cross-sectional,2,-0.63,NA,0,1,0,1,NA,NA,No effect (p>0.1),"Table 2, page 12",0,NA,Logit,3,3,Moderator: left ideology,NA,NA,Health care,Policy attitude,General,NA,NA,NA
175,21,Bendz,2017,Health care,"West Sweden, representative",2829,Realistic exit option,Attitudes toward health care privatization,1,Cross-sectional,3,-0.12,NA,0,1,0,1,NA,NA,No effect (p>0.1),"Table 2, page 12",0,NA,Logit,3,3,Moderator: centre-left ideology,NA,NA,Health care,Policy attitude,General,NA,NA,NA
176,21,Bendz,2017,Health care,"West Sweden, representative",2829,Realistic exit option,Attitudes toward health care privatization,1,Cross-sectional,4,-0.01,NA,0,1,0,1,NA,NA,No effect (p>0.1),"Table 2, page 12",0,NA,Logit,3,3,Moderator: centre-right ideology,NA,NA,Health care,Policy attitude,General,NA,NA,NA
177,21,Bendz,2017,Health care,"West Sweden, representative",2829,Realistic exit option,Attitudes toward health care privatization,1,Cross-sectional,5,-0.06,NA,0,1,0,1,NA,NA,No effect (p>0.1),"Table 2, page 12",0,NA,Logit,3,3,Moderator: right ideology,NA,NA,Health care,Policy attitude,General,NA,NA,NA
178,21,Bendz,2017,Health care,"West Sweden, representative",2605,Active choice,Attitudes toward health care privatization,0,Cross-sectional,6,0.16,NA,0,1,0,1,NA,NA,No effect (p>0.1),"Table 3, page 13",0,0,Logit,3,3,NA,NA,None,Health care,Policy attitude,General,NA,NA,NA
179,21,Bendz,2017,Health care,"West Sweden, representative",2605,Active choice,Attitudes toward health care privatization,1,Cross-sectional,7,1.4,NA,0,1,0,1,NA,NA,No effect (p>0.1),"Table 3, page 13",0,NA,Logit,3,3,Moderator: left ideology,NA,NA,Health care,Policy attitude,General,NA,NA,NA
180,21,Bendz,2017,Health care,"West Sweden, representative",2605,Active choice,Attitudes toward health care privatization,1,Cross-sectional,8,-22,NA,0,1,0,1,NA,NA,No effect (p>0.1),"Table 3, page 13",0,NA,Logit,3,3,Moderator: centre-left ideology,NA,NA,Health care,Policy attitude,General,NA,NA,NA
181,21,Bendz,2017,Health care,"West Sweden, representative",2605,Active choice,Attitudes toward health care privatization,1,Cross-sectional,9,-0.04,NA,0,1,0,1,NA,NA,No effect (p>0.1),"Table 3, page 13",0,NA,Logit,3,3,Moderator: centre-right ideology,NA,NA,Health care,Policy attitude,General,NA,NA,NA
182,21,Bendz,2017,Health care,"West Sweden, representative",2605,Active choice,Attitudes toward health care privatization,1,Cross-sectional,10,-0.27,NA,0,1,0,1,NA,NA,No effect (p>0.1),"Table 3, page 13",0,NA,Logit,3,3,Moderator: right ideology,NA,NA,Health care,Policy attitude,General,NA,NA,NA
183,21,Bendz,2017,Health care,"West Sweden, representative",3577,Using exit option,Attitudes toward health care privatization,0,Cross-sectional,11,0.32,NA,0,1,0,1,NA,NA,Positive effect (p<0.01),"Table 4, page 14",1,1,Logit,3,3,NA,NA,Positive,Health care,Policy attitude,Personal,NA,NA,NA
184,21,Bendz,2017,Health care,"West Sweden, representative",3577,Using exit option,Attitudes toward health care privatization,1,Cross-sectional,12,0.07,NA,0,1,0,1,NA,NA,No effect (p>0.1),"Table 4, page 14",1,NA,Logit,3,3,Moderator: left ideology,NA,NA,Health care,Policy attitude,Personal,NA,NA,NA
185,21,Bendz,2017,Health care,"West Sweden, representative",3577,Using exit option,Attitudes toward health care privatization,1,Cross-sectional,13,-0.03,NA,0,1,0,1,NA,NA,No effect (p>0.1),"Table 4, page 14",1,NA,Logit,3,3,Moderator: centre-left ideology,NA,NA,Health care,Policy attitude,Personal,NA,NA,NA
186,21,Bendz,2017,Health care,"West Sweden, representative",3577,Using exit option,Attitudes toward health care privatization,1,Cross-sectional,14,0.08,NA,0,1,0,1,NA,NA,No effect (p>0.1),"Table 4, page 14",1,NA,Logit,3,3,Moderator: centre-right ideology,NA,NA,Health care,Policy attitude,Personal,NA,NA,NA
187,21,Bendz,2017,Health care,"West Sweden, representative",3577,Using exit option,Attitudes toward health care privatization,1,Cross-sectional,15,-0.09,NA,0,1,0,1,NA,NA,No effect (p>0.1),"Table 4, page 14",1,NA,Logit,3,3,Moderator: right ideology,NA,NA,Health care,Policy attitude,Personal,NA,NA,NA
188,21,Bendz,2017,Health care,"West Sweden, representative",2953,Realistic exit option,Attitudes toward privatizing more elder care,0,Cross-sectional,16,0.27,NA,0,1,0,1,NA,NA,Positive effect (p<0.05),"Table 5, page 14",0,1,Logit,3,3,NA,NA,Positive,Health care,Policy attitude,General,NA,NA,NA
189,21,Bendz,2017,Health care,"West Sweden, representative",2755,Active choice,Attitudes toward privatizing more elder care,0,Cross-sectional,17,0.11,NA,0,1,0,1,NA,NA,No effect (p>0.1),"Table 5, page 14",0,0,Logit,3,3,NA,NA,None,Health care,Policy attitude,General,NA,NA,NA
190,21,Bendz,2017,Health care,"West Sweden, representative",5843,Using exit option,Attitudes toward privatizing more elder care,0,Cross-sectional,18,0.31,NA,0,1,0,1,NA,NA,Positive effect (p<0.01),"Table 5, page 14",1,1,Logit,3,3,NA,NA,Positive,Health care,Policy attitude,Personal,NA,NA,NA
191,21,Bendz,2017,Health care,"West Sweden, representative",2918,Realistic exit option,Attitudes toward privatizing independent schools,0,Cross-sectional,19,0.16,NA,0,1,0,1,NA,NA,No effect (p>0.1),"Table 6, page 15",0,0,Logit,3,3,NA,NA,None,Health care,Policy attitude,General,NA,NA,NA
192,21,Bendz,2017,Health care,"West Sweden, representative",2745,Active choice,Attitudes toward privatizing independent schools,0,Cross-sectional,20,0.09,NA,0,1,0,1,NA,NA,No effect (p>0.1),"Table 6, page 15",0,0,Logit,3,3,NA,NA,None,Health care,Policy attitude,General,NA,NA,NA
193,21,Bendz,2017,Health care,"West Sweden, representative",5797,Using exit option,Attitudes toward privatizing independent schools,0,Cross-sectional,21,0.34,NA,0,1,0,1,NA,NA,Positive effect (p<0.01),"Table 6, page 15",1,1,Logit,3,3,NA,NA,Positive,Health care,Policy attitude,Personal,NA,NA,NA
194,22,Busemeyer,2013,Education,"ISSP, 20 countries",19352,Private share in education funding,Attitudes toward redistribution,0,Cross-sectional,1,-0.0561,0.0122,NA,NA,0,1,NA,NA,Negative effect,"Table 1, page 1127",0,1,Logit,1,3,NA,NA,Positive,Education,Policy attitude,General,-4.598360655737705,4.598360655737705,NA
195,22,Busemeyer,2013,Education,"ISSP, 20 countries",19352,"Private share in education funding, households",Attitudes toward redistribution,0,Cross-sectional,2,-0.082,0.02,NA,NA,0,1,NA,NA,Negative effect,"Table 1, page 1127",0,1,Logit,1,3,NA,NA,Positive,Education,Policy attitude,General,-4.1,4.1,NA
196,22,Busemeyer,2013,Education,"ISSP, 20 countries",19352,Private share in education funding,Attitudes toward redistribution,1,Cross-sectional,3,4.7e-4,4.95e-4,NA,NA,0,1,NA,NA,No effect,"Table 1, page 1127",0,NA,Logit,1,3,Moderator: education,NA,NA,Education,Policy attitude,General,0.9494949494949495,0.9494949494949495,NA
197,22,Busemeyer,2013,Education,"ISSP, 20 countries",19352,"Private share in education funding, households",Attitudes toward redistribution,1,Cross-sectional,4,7.53e-4,6.92e-4,NA,NA,0,1,NA,NA,No effect,"Table 1, page 1127",0,NA,Logit,1,3,Moderator: education,NA,NA,Education,Policy attitude,General,1.088150289017341,1.088150289017341,NA
198,23,Busemeyer and Iversen,2014,Education,"ISSP, 20 countries",18971,"Public education spending, % of GDP","Government spending, education",0,Cross-sectional,1,-0.32,0.15,NA,NA,0,1,NA,NA,Negative effect,"Table 2, page 319",0,-1,Logit,1,3,NA,NA,Negative,Education,Policy attitude,General,-2.1333333333333333,2.1333333333333333,NA
199,23,Busemeyer and Iversen,2014,Education,"ISSP, 20 countries",18971,Private share of education spending,"Government spending, education",0,Cross-sectional,2,-0.038,0.014,NA,NA,0,1,NA,NA,Negative effect,"Table 2, page 319",0,-1,Logit,1,3,NA,NA,Negative,Education,Policy attitude,General,-2.714285714285714,2.714285714285714,NA
200,23,Busemeyer and Iversen,2014,Education,"ISSP, 20 countries",18971,Private share of education spending,"Government spending, education",1,Cross-sectional,3,-0.0029,8.4e-4,NA,NA,0,1,NA,NA,Negative interaction effect,"Table 2, page 319",0,NA,Logit,1,3,Moderator: income,NA,NA,Education,Policy attitude,General,-3.452380952380952,3.452380952380952,NA
201,24,Flavin and Griffin,2009,Other,"ANES, 2000-2002-2004",620,"Policy preference squared, Iraq war",Difference in election participation index,1,Panel,1,0.129,0.058,NA,NA,-4,6,NA,NA,Positive effect,"Table 1, page 550",0,NA,OLS,0,2,Moderator: policy winner or looser,NA,NA,Other,Political engagement,General,2.2241379310344827,2.2241379310344827,NA
202,24,Flavin and Griffin,2009,Other,"ANES, 2000-2002-2004",727,"Policy preference squared, tax cuts",Difference in election participation index,1,Panel,2,0.101,0.05,NA,NA,-4,6,NA,NA,Positive effect,"Table 1, page 550",0,NA,OLS,0,2,Moderator: policy winner or looser,NA,NA,Other,Political engagement,General,2.02,2.02,NA
203,24,Flavin and Griffin,2009,Other,"ANES, 2000-2002-2004",692,Policy preference squared,Difference in election participation index,1,Panel,3,0.018,0.066,NA,NA,-4,6,NA,NA,No effect,"Table 1, page 550",0,NA,OLS,0,2,Moderator: policy winner or looser,NA,NA,Other,Political engagement,General,0.2727272727272727,0.2727272727272727,NA
204,24,Flavin and Griffin,2009,Other,"ANES, 2000-2002-2004",263,Policy preference squared,Difference in election participation index,1,Panel,4,0.042,0.087,NA,NA,-4,6,NA,NA,No effect,"Table 1, page 550",0,NA,OLS,0,2,Moderator: policy winner or looser,NA,NA,Other,Political engagement,General,0.48275862068965525,0.48275862068965525,NA
205,24,Flavin and Griffin,2009,Other,"ANES, 2000-2002-2004",704,Policy preference squared,Difference in election participation index,1,Panel,5,-0.029,0.053,NA,NA,-4,6,NA,NA,No effect,"Table 1, page 550",0,NA,OLS,0,2,Moderator: policy winner or looser,NA,NA,Other,Political engagement,General,-0.5471698113207547,0.5471698113207547,NA
206,24,Flavin and Griffin,2009,Other,"ANES, 2000-2002-2004",711,Policy preference squared,Difference in election participation index,1,Panel,6,0.04,0.051,NA,NA,-4,6,NA,NA,No effect,"Table 1, page 550",0,NA,OLS,0,2,Moderator: policy winner or looser,NA,NA,Other,Political engagement,General,0.7843137254901962,0.7843137254901962,NA
207,24,Flavin and Griffin,2009,Other,"ANES, 2000-2002-2004",657,Policy preference squared,Difference in election participation index,1,Panel,7,0.08,0.053,NA,NA,-4,6,NA,NA,No effect,"Table 1, page 550",0,NA,OLS,0,2,Moderator: policy winner or looser,NA,NA,Other,Political engagement,General,1.509433962264151,1.509433962264151,NA
208,25,Kotsadam and Jakobsson,2011,Other,"Sweden and Norway, representative",2067,Prostitution law,"Attitudes toward prostitution, selling wrong",0,Longitudinal,1,0.136,0.126,0,1,0,10,0.5,3.13,No effect,"Table 2, page 107",0,0,OLS,0,1,NA,0.02172523961661342,None,Other,Political attitude,General,1.0793650793650795,1.0793650793650795,0.02172523961661342
209,25,Kotsadam and Jakobsson,2011,Other,"Sweden and Norway, representative",2062,Prostitution law,"Attitudes toward prostitution, buying wrong",0,Longitudinal,2,0.116,0.12,0,1,0,10,0.5,3.03,No effect,"Table 2, page 107",0,0,OLS,0,1,NA,0.019141914191419144,None,Other,Political attitude,General,0.9666666666666668,0.9666666666666668,0.019141914191419144
210,25,Kotsadam and Jakobsson,2011,Other,"Sweden and Norway, representative",2063,Prostitution law,"Attitudes toward prostitution, illegal selling",0,Longitudinal,3,0.037,0.022,0,1,0,1,0.5,0.5,Positive effect,"Table 2, page 107",0,1,OLS,0,1,NA,0.037,Positive,Other,Political attitude,General,1.6818181818181819,1.6818181818181819,0.037
211,25,Kotsadam and Jakobsson,2011,Other,"Sweden and Norway, representative",2048,Prostitution law,"Attitudes toward prostitution, illegal buying",0,Longitudinal,4,0.016,0.021,0,1,0,1,0.5,0.49,No effect,"Table 2, page 107",0,0,OLS,0,1,NA,0.0163265306122449,None,Other,Political attitude,General,0.7619047619047619,0.7619047619047619,0.0163265306122449
212,25,Kotsadam and Jakobsson,2011,Other,"Sweden and Norway, representative",2104,Prostitution law,"Attitudes toward prostitution, selling wrong",1,Longitudinal,5,-0.015,0.01,0,1,0,10,0.5,3.13,No effect,"Table 3, page 109",0,NA,OLS,0,1,Moderator: age,NA,NA,Other,Political attitude,General,-1.5,1.5,NA
213,25,Kotsadam and Jakobsson,2011,Other,"Sweden and Norway, representative",2098,Prostitution law,"Attitudes toward prostitution, buying wrong",1,Longitudinal,6,-0.017,0.01,0,1,0,10,0.5,3.03,Negative effect,"Table 3, page 109",0,NA,OLS,0,1,Moderator: age,NA,NA,Other,Political attitude,General,-1.7000000000000002,1.7000000000000002,NA
214,25,Kotsadam and Jakobsson,2011,Other,"Sweden and Norway, representative",2103,Prostitution law,"Attitudes toward prostitution, illegal selling",1,Longitudinal,7,-0.002,0.002,0,1,0,1,0.5,0.5,No effect,"Table 3, page 109",0,NA,OLS,0,1,Moderator: age,NA,NA,Other,Political attitude,General,-1,1,NA
215,25,Kotsadam and Jakobsson,2011,Other,"Sweden and Norway, representative",2087,Prostitution law,"Attitudes toward prostitution, illegal buying",1,Longitudinal,8,-0.004,0.002,0,1,0,1,0.5,0.49,Negative effect,"Table 3, page 109",0,NA,OLS,0,1,Moderator: age,NA,NA,Other,Political attitude,General,-2,2,NA
